algorithm,dataset,rmse_test,log_mse_test,r2_test,model_size,training time (s)
*AFP,582_fri_c1_500_25,0.557785596887259,0.27088537347551495,0.6836746662846375,46.5,1868.3217636346817
*AFP,583_fri_c1_1000_50,0.5630202008669861,0.2753501559110605,0.6804626416123525,41.5,3247.42913377285
*AFP,584_fri_c4_500_25,0.5664399353508615,0.27827864879052505,0.6692134514689854,40.5,1832.232248544693
*AFP,586_fri_c3_1000_25,0.5175541998661094,0.23733229318148966,0.7559412800564966,54.0,3108.2799677848816
*AFP,588_fri_c4_1000_100,0.5816316877319436,0.29139672969217323,0.6615851185101532,33.0,3604.2742508649826
*AFP,589_fri_c2_1000_25,0.4678069869150178,0.19790235742596574,0.7530140801121212,32.5,2988.7376395463943
*AFP,590_fri_c0_1000_50,0.5406105372432399,0.2563924323500538,0.7114193667618498,21.0,2755.2428332567215
*AFP,591_fri_c1_100_10,0.5551887394825913,0.2686785461722463,0.6950121383596488,45.0,798.226189494133
*AFP,592_fri_c4_1000_25,0.6250983644689522,0.3298417069211503,0.5817449092646716,42.0,3018.9300931692123
*AFP,593_fri_c1_1000_10,0.4557489158268106,0.1887235819265785,0.7972204616136225,41.0,2884.859962105751
*AFP,594_fri_c2_100_5,0.6612128614421555,0.36269847966276375,0.5250513823705019,35.5,820.8222812414169
*AFP,595_fri_c0_1000_10,0.496763853913499,0.22055967722886788,0.750650746097896,48.5,2377.270807981491
*AFP,596_fri_c2_250_5,0.4470705531308634,0.1822149506756711,0.7916034601591571,45.5,1211.512447476387
*AFP,597_fri_c2_500_5,0.48461875668566695,0.2109538290747163,0.7560411953783537,38.5,1734.1850626468658
*AFP,598_fri_c0_1000_25,0.5395571328322102,0.2555115300174402,0.6893099562872144,28.0,1978.8278051614761
*AFP,599_fri_c2_1000_5,0.4765068842585856,0.20462009509833867,0.7787951124751883,55.5,3053.629463672638
*AFP,601_fri_c1_250_5,0.5491194173044397,0.26354213547481775,0.6804099213040896,50.0,1200.8799257278442
*AFP,602_fri_c3_250_10,0.5813640692207127,0.29116413875188984,0.701381710804978,42.0,1199.5084420442581
*AFP,603_fri_c0_250_50,0.6622705821813858,0.3636720339251869,0.538204993095588,26.0,1134.7900474071503
*AFP,604_fri_c4_500_10,0.4302992938252422,0.1698756621845745,0.8142389561332511,48.0,1684.163375377655
*AFP,605_fri_c2_250_25,0.5710383105167207,0.2822308053152669,0.6956956599298517,44.5,1252.6680055856705
*AFP,606_fri_c2_1000_10,0.47100240039748253,0.20036058834952075,0.7796288023970122,43.0,2936.7889915704727
*AFP,607_fri_c4_1000_50,0.5930947255046051,0.30140844829880764,0.6582616500061059,27.0,3357.588383436203
*AFP,608_fri_c3_1000_10,0.5415019056148519,0.2571385679485982,0.7136295512803156,36.5,3047.221524953842
*AFP,609_fri_c0_1000_5,0.43788616420623455,0.17541802617020613,0.813983014972781,46.0,2426.300735592842
*AFP,611_fri_c3_100_5,0.7897361408665878,0.4846971316912728,0.40928984334984825,35.5,567.621044754982
*AFP,612_fri_c1_1000_5,0.4327594769056412,0.1716656208101608,0.8186095880128332,45.5,3083.1899456977844
*AFP,613_fri_c3_250_5,0.44182161252458635,0.1783188376696962,0.7912129983292868,28.5,1110.2104712724686
*AFP,615_fri_c4_250_10,0.614317809590693,0.32018776948121286,0.6187478152470669,52.0,1156.1184360980988
*AFP,616_fri_c4_500_50,0.6158959209205177,0.3215962684672585,0.6017982868025509,31.5,2022.6806148290634
*AFP,617_fri_c3_500_5,0.4216369942887469,0.16362940440214518,0.812635810442917,47.5,1821.7659776210785
*AFP,618_fri_c3_1000_50,0.685740494679337,0.38542567048391413,0.5437484708993132,40.0,2524.5671079158783
*AFP,620_fri_c1_1000_25,0.4699158947337511,0.19952354074177753,0.7898388916948488,48.0,3072.209389448166
*AFP,621_fri_c0_100_10,0.6698695195165881,0.3706839788053237,0.47257760826242273,26.0,539.0336353778839
*AFP,622_fri_c2_1000_50,0.5237550778945693,0.24241221774167152,0.69638568465437,39.5,3241.7808331251144
*AFP,623_fri_c4_1000_10,0.4650614245611246,0.1957987702964731,0.7980899938303543,41.0,2968.905429124832
*AFP,624_fri_c0_100_5,0.44092159431217876,0.17765389044444035,0.7599164740714979,37.0,754.1608301401138
*AFP,626_fri_c2_500_50,0.5593204038782055,0.2721922071723416,0.6755556151095581,32.0,1933.0995651483536
*AFP,627_fri_c2_500_10,0.5308084627666878,0.2482322798947091,0.7197021476689844,42.5,1786.6905604600906
*AFP,628_fri_c3_1000_5,0.5239017890036706,0.24253282614987118,0.6831120205275241,48.0,2493.48544716835
*AFP,631_fri_c1_500_5,0.5267824741752865,0.24490486704735973,0.7325773720146612,47.5,1818.0214910507202
*AFP,633_fri_c0_500_25,0.569729939755798,0.281104641692934,0.6745997094342876,33.0,1501.4523341655731
*AFP,634_fri_c2_100_10,0.6663527722725019,0.3674350577011548,0.6108288164153092,49.5,865.6055220365524
*AFP,635_fri_c0_250_10,0.5211791864565763,0.24029776830936492,0.7235389105393959,32.0,1023.8909347057343
*AFP,637_fri_c1_500_50,0.5410209130819116,0.25673586113602626,0.65923765838831,43.5,1966.835088968277
*AFP,641_fri_c1_500_10,0.4896180774954983,0.21489027599016897,0.7646849703127461,46.0,1798.346321105957
*AFP,643_fri_c2_500_25,0.5157930130564918,0.23589583999908698,0.7129357489521007,37.5,1896.0029919147491
*AFP,644_fri_c4_250_25,0.508749732039678,0.2301797708410335,0.7072251288940651,41.5,1232.9487800598145
*AFP,645_fri_c3_500_50,0.7758373160122711,0.47120512023947275,0.3597470956530147,39.5,1936.2965211868286
*AFP,646_fri_c3_500_10,0.5073354217617384,0.2290375317751886,0.7451042010607647,38.5,1779.9008574485779
*AFP,647_fri_c1_250_10,0.5324977781081899,0.24963270228669143,0.7174741603628568,42.5,1126.363993048668
*AFP,648_fri_c1_250_50,0.6342810904260201,0.3381226608301902,0.5813940686701793,41.0,947.9647570848465
*AFP,649_fri_c0_500_5,0.4526874241352044,0.18641807457081158,0.7869951538240137,38.5,1432.6932250261307
*AFP,650_fri_c0_500_50,0.6151038691816609,0.3208891411946374,0.6383089959003505,21.0,1748.699462890625
*AFP,651_fri_c0_100_25,0.8919269691058589,0.5853023137994366,0.3617923079308178,25.0,800.106446146965
*AFP,653_fri_c0_250_25,0.5948984793310418,0.30299241918815734,0.6505610420761403,30.5,1134.759723186493
*AFP,654_fri_c0_500_10,0.5023414585116105,0.22501934366684997,0.7276689959236471,37.5,1450.4235775470734
*AFP,656_fri_c1_100_5,0.5752918461391371,0.28590101849201977,0.6494758939831737,49.5,829.6611720323563
*AFP,657_fri_c2_250_10,0.5322941769124682,0.24946378750385953,0.7081124923154385,46.0,1191.075116276741
*AFP,658_fri_c3_250_25,0.7477848634821774,0.4441614543519771,0.4587625198836501,25.0,909.3381334543228
*AFP,659_sleuth_ex1714,1370.2375156140083,14.445479278322226,0.6504970127289379,5.0,544.6043753623962
*AFP,663_rabe_266,5.865613312854343,3.5668649026574286,0.9884877871242921,37.5,628.1715325117111
*AFP,665_sleuth_case2002,7.959032081233866,4.164277750785168,0.30550685046333853,33.0,980.8838953971863
*AFP,666_rmftsa_ladata,1.7661732391701992,1.415699731873211,0.6372370210308118,25.0,1457.2253967523575
*AFP,678_visualizing_environmental,2.692025871620402,2.1098498972052777,0.30031558950991416,10.0,817.6948182582855
*AFP,687_sleuth_ex1605,10.132103149541635,4.641111626593447,0.38133576908470673,17.0,612.7939074039459
*AFP,690_visualizing_galaxy,20.57997827759892,6.050995643964921,0.9500953230602074,28.5,1127.7806260585785
*AFP,695_chatfield_4,18.794790061341658,5.869986317953514,0.8211846391053712,3.0,698.3683296442032
*AFP,706_sleuth_case1202,55.135682068089544,8.019923087410152,0.617846717268719,16.0,663.4739016294479
*AFP,712_chscase_geyser1,6.369575605071462,3.727414677293831,0.7597538871525091,3.0,915.6970657110214
*AFP,banana,0.6222351792278851,0.32727047155949673,0.6066620624671494,49.0,16463.741483688354
*AFP,titanic,0.7864575074891924,0.48150931617146053,0.27890323956682267,39.0,7168.2877061367035
*AFP_FE,1027_ESL,0.5377391866396718,0.2539935063371217,0.855070247650894,19.5,1154.97587621212
*AFP_FE,1028_SWD,0.6552308165171822,0.35720400000353,0.3246695832539753,34.0,2809.506318926811
*AFP_FE,1029_LEV,0.6398138144082441,0.3431369189958477,0.5582643472500892,38.5,2668.386499404907
*AFP_FE,1030_ERA,1.5622346605995066,1.235639229051126,0.3651016909352268,30.5,3073.7275836467743
*AFP_FE,1089_USCrime,21.632520079658452,6.150530111215818,0.7122588079879696,20.0,599.9825619459152
*AFP_FE,1096_FacultySalaries,2.098273184738734,1.686908149425351,0.8025174870822291,17.5,550.9632261991501
*AFP_FE,1191_BNG_pbc,928.6332805407537,13.667428988454553,0.29390041139315837,38.5,31588.954798340797
*AFP_FE,1193_BNG_lowbwt,484.09149912972475,12.364552140487497,0.5531027456217128,33.0,30926.46115875244
*AFP_FE,1196_BNG_pharynx,314.60403032931515,11.502639706451921,0.4330703117045879,45.0,30781.33890938759
*AFP_FE,1199_BNG_echoMonths,11.953795749251247,4.969071585788332,0.42830664315433037,34.5,30603.866172909737
*AFP_FE,1201_BNG_breastTumor,9.917638531821174,4.598745129928962,0.08512535005833766,50.5,41300.322588682175
*AFP_FE,1203_BNG_pwLinear,3.0895805672594236,2.355699994997329,0.5204292462165354,44.5,32444.04307448864
*AFP_FE,1595_poker,0.7134855799106044,0.41148804889116253,0.1496675138014295,59.5,41107.5918738842
*AFP_FE,192_vineyard,3.476495835485854,2.5715447365277666,0.41148679003510147,27.5,655.4195836782455
*AFP_FE,195_auto_price,2573.41996305087,15.705982187364759,0.7863012520678478,15.5,664.0814898014069
*AFP_FE,197_cpu_act,4.301169512492527,2.970417500190492,0.9477885863228348,20.5,18078.223770737648
*AFP_FE,201_pol,24.95282811512892,6.435579100969531,0.6433178855854825,57.0,42110.02054858208
*AFP_FE,207_autoPrice,2529.6544577491445,15.671676145129064,0.7954339280786735,23.5,672.3858720064163
*AFP_FE,210_cloud,0.5035100031279569,0.22595744719311012,0.7424108390316779,12.5,624.4152693748474
*AFP_FE,215_2dplanes,2.112523618533961,1.6979534314264622,0.7661491282896624,51.0,29866.356232881546
*AFP_FE,218_house_8L,36538.95204734338,21.012268300586495,0.5328159033393626,45.0,32150.84010744095
*AFP_FE,225_puma8NH,3.3072324713015235,2.479708715506566,0.6533825787610104,44.5,15438.945955514908
*AFP_FE,227_cpu_small,5.157884080983534,3.3179522921308386,0.9202142970479962,17.5,17293.644778966904
*AFP_FE,228_elusage,11.833094711461195,4.948916831611262,0.6121370797922412,22.0,649.0295510292053
*AFP_FE,229_pwLinear,2.7623151322804618,2.155289103176798,0.6285623161515526,24.0,1072.682056427002
*AFP_FE,230_machine_cpu,64.3560787544527,8.32910420436007,0.8481023162056196,15.0,857.5351763963699
*AFP_FE,294_satellite_image,1.1228754180129223,0.8157404968557062,0.7418713702815707,45.0,15458.593609929085
*AFP_FE,344_mv,2.463509945589538,1.9557022286347312,0.9436142908434878,28.5,24574.090057373047
*AFP_FE,4544_GeographicalOriginalofMusic,0.6322925641727123,0.33632500200280235,0.5860674758931068,15.0,2872.9181545972824
*AFP_FE,485_analcatdata_vehicle,228.83877746701938,10.866054549908343,0.3449556345287985,59.0,689.8871665000916
*AFP_FE,503_wind,3.732975435310342,2.703714522324726,0.685839256511642,19.0,9027.198429584503
*AFP_FE,505_tecator,1.8978638422622909,1.5264664723570354,0.9826726288497127,10.5,1189.6642702817917
*AFP_FE,519_vinnie,1.6220157738883043,1.2894902378917759,0.7290113184171476,13.5,1118.123493552208
*AFP_FE,522_pm10,0.8028919971164374,0.49751881501227924,0.186149670973337,33.5,2126.535325407982
*AFP_FE,523_analcatdata_neavote,0.9376037157176882,0.6307933260874494,0.9413866696186195,15.0,827.6767696142197
*AFP_FE,527_analcatdata_election2000,15010.73979787662,19.233042425264856,0.9617253141432218,4.5,506.6504237651825
*AFP_FE,529_pollen,1.464497495630417,1.145735322585215,0.7767699381925313,21.5,8301.005336642265
*AFP_FE,537_houses,81569.95654657618,22.618432587312665,0.5093541618018893,26.5,20578.655725479126
*AFP_FE,542_pollution,46.02436000790359,7.658813621671795,0.34525404276194493,39.5,685.6933653354645
*AFP_FE,547_no2,0.5485991304054583,0.2631032266612209,0.419403063720265,44.0,1613.5454684495926
*AFP_FE,556_analcatdata_apnea2,1068.9763021340325,13.948914360158115,0.8963676816720949,61.0,2376.126060128212
*AFP_FE,557_analcatdata_apnea1,1226.5642547337673,14.223945166731705,0.8595192435823024,41.0,2290.129959821701
*AFP_FE,560_bodyfat,0.7130739630618782,0.41109885988270584,0.9932227525520194,13.5,857.2267806529999
*AFP_FE,561_cpu,43.2861166876666,7.536197470095185,0.9025290936473507,16.0,755.1632999181747
*AFP_FE,562_cpu_small,4.705932668405956,3.1418134370741146,0.9343318509292386,28.0,17162.93192768097
*AFP_FE,564_fried,2.528801070194349,2.000781763609957,0.7450013689303088,47.0,25148.873497724533
*AFP_FE,573_cpu_act,4.521158721462606,3.0652992021892818,0.9377830813244434,24.0,17963.852994918823
*AFP_FE,574_house_16H,44813.46289866851,21.420527769277236,0.3083298895994262,58.0,33250.82231748104
*AFP_FE,579_fri_c0_250_5,0.47109899354019674,0.20043506365145428,0.737544730873986,39.0,1068.5264949798584
*AFP_FE,581_fri_c3_500_25,0.5172050021781333,0.2370472567022758,0.7067982668910275,46.0,1881.3357664346695
*AFP_FE,582_fri_c1_500_25,0.5148718656402436,0.2351456673230879,0.7227223197925986,47.5,1895.2279183864594
*AFP_FE,583_fri_c1_1000_50,0.5749430998737233,0.285599581641528,0.6241558192741465,43.5,3333.203892827034
*AFP_FE,584_fri_c4_500_25,0.6042806191729284,0.3112680241686022,0.6282184460354467,39.5,1835.4160062074661
*AFP_FE,586_fri_c3_1000_25,0.47650885720192376,0.2046216274165953,0.779045861823322,48.0,2936.5358543395996
*AFP_FE,588_fri_c4_1000_100,0.6945137495620033,0.3936282267130434,0.508389043672169,28.5,3545.962498664856
*AFP_FE,589_fri_c2_1000_25,0.5041402660439919,0.22646395893198504,0.7219418623985203,41.0,3018.1928564310074
*AFP_FE,590_fri_c0_1000_50,0.5978761107554552,0.3056122447183342,0.6189960213124184,32.5,2834.98339343071
*AFP_FE,591_fri_c1_100_10,0.5156487900160843,0.23577833492255318,0.6567386492116589,35.0,803.4503611326218
*AFP_FE,592_fri_c4_1000_25,0.5059391761921619,0.22791172548719044,0.7444808289149982,47.0,3214.9514639377594
*AFP_FE,593_fri_c1_1000_10,0.459910146397195,0.19187357628472707,0.7719979855658031,39.5,2858.7724257707596
*AFP_FE,594_fri_c2_100_5,0.5947622841526164,0.30287273881806454,0.6268096813505251,47.0,850.9702286720276
*AFP_FE,595_fri_c0_1000_10,0.4929952601723818,0.2175634728359674,0.7462389299066663,45.0,2472.5354739427567
*AFP_FE,596_fri_c2_250_5,0.515060995447829,0.23529962912920482,0.7366724387664598,49.0,1191.5574001073837
*AFP_FE,597_fri_c2_500_5,0.44750638691237327,0.1825398382416316,0.7930617190793465,53.0,1765.0461102724075
*AFP_FE,598_fri_c0_1000_25,0.5018130150523306,0.224595538331408,0.7391694043510867,36.0,2412.841537594795
*AFP_FE,599_fri_c2_1000_5,0.41842564452169834,0.16133624739931943,0.8164570232513417,52.0,2953.7496213912964
*AFP_FE,601_fri_c1_250_5,0.5195275694337382,0.23894516199320545,0.7275944130879797,41.0,1284.3689869642258
*AFP_FE,602_fri_c3_250_10,0.5935720105408151,0.30182735334707844,0.7253436045457023,53.0,1207.3914966583252
*AFP_FE,603_fri_c0_250_50,0.7051231800800083,0.4035958281499125,0.5076426564029013,30.0,1194.3547942638397
*AFP_FE,604_fri_c4_500_10,0.5415329391921718,0.2571645572595661,0.6958436361795457,45.0,1763.306951880455
*AFP_FE,605_fri_c2_250_25,0.6366854753704704,0.34029947094170354,0.5659459025828097,28.5,1310.5037989616394
*AFP_FE,606_fri_c2_1000_10,0.541299823502162,0.2569693526217226,0.7032807527529671,38.5,3116.6831682920456
*AFP_FE,607_fri_c4_1000_50,0.5336152518400047,0.25056043954437,0.7267711574498988,42.5,3291.6963146924973
*AFP_FE,608_fri_c3_1000_10,0.46465051075214225,0.19548462321350207,0.7792723948646374,51.5,3025.9856032133102
*AFP_FE,609_fri_c0_1000_5,0.4492511632752296,0.1838425725495808,0.8067181325743701,33.0,2405.652600288391
*AFP_FE,611_fri_c3_100_5,0.6903670351720876,0.3897466466523786,0.5538047464749879,40.5,851.6689342260361
*AFP_FE,612_fri_c1_1000_5,0.4483147342212391,0.1831429701081989,0.8055741568451283,43.5,3170.35206758976
*AFP_FE,613_fri_c3_250_5,0.5014630857899451,0.22431504597428129,0.7625886399567184,36.0,1114.1084995269775
*AFP_FE,615_fri_c4_250_10,0.6228595797695211,0.32783076075194584,0.49817595975776724,38.5,1141.215689778328
*AFP_FE,616_fri_c4_500_50,0.6149870469487597,0.32078487945404904,0.6540309428503848,55.5,1985.1901681423187
*AFP_FE,617_fri_c3_500_5,0.4743922843685759,0.20298005912036793,0.7555472404504835,53.0,1841.750278353691
*AFP_FE,618_fri_c3_1000_50,0.49700053702023966,0.22074831205632925,0.7543556530180222,42.0,3170.32217502594
*AFP_FE,620_fri_c1_1000_25,0.4967291600681761,0.22053203103125182,0.7252849940931149,47.5,3151.109864115715
*AFP_FE,621_fri_c0_100_10,0.507830196659535,0.22943691341400677,0.697670374434362,29.0,813.2550362348557
*AFP_FE,622_fri_c2_1000_50,0.5213703693769035,0.24045449817818107,0.7120290342074669,37.0,3151.182366371155
*AFP_FE,623_fri_c4_1000_10,0.4467793937076475,0.18199802666520384,0.789235957786052,47.0,2874.139332175255
*AFP_FE,624_fri_c0_100_5,0.4857266688783159,0.2118240442294821,0.755854221620065,43.0,745.3125811815262
*AFP_FE,626_fri_c2_500_50,0.5656190417787755,0.27757484136064,0.6773466746719068,54.0,1929.405789732933
*AFP_FE,627_fri_c2_500_10,0.5412861634645691,0.2569579155088419,0.7026659909734331,55.0,1901.9222223758698
*AFP_FE,628_fri_c3_1000_5,0.4311376558772964,0.17048484375558348,0.8233470919489131,48.5,3101.2922476530075
*AFP_FE,631_fri_c1_500_5,0.5074122952890079,0.22909956890321476,0.7620518793329916,29.5,1823.610283255577
*AFP_FE,633_fri_c0_500_25,0.5317006328638626,0.24897156825028277,0.6856753536182889,29.5,1579.9574720859528
*AFP_FE,634_fri_c2_100_10,0.6831201013552564,0.38298298371925465,0.5625271814574132,32.0,856.7694109678268
*AFP_FE,635_fri_c0_250_10,0.6361943758404385,0.33985456997080404,0.5671746492598644,15.5,998.1610161066055
*AFP_FE,637_fri_c1_500_50,0.5959010001678168,0.303873777916254,0.6228708291926071,34.0,2031.5435338020325
*AFP_FE,641_fri_c1_500_10,0.47311451726975323,0.20199128837377187,0.7776832801898902,47.5,1803.8620876073837
*AFP_FE,643_fri_c2_500_25,0.4768493593066266,0.20488614371137145,0.7513186497454717,48.5,1917.4244220256805
*AFP_FE,644_fri_c4_250_25,0.5552877294589922,0.26876256889012623,0.6547904962847277,43.5,1255.5313341617584
*AFP_FE,645_fri_c3_500_50,0.7227965313608847,0.4203109122947339,0.5111553986005908,35.5,1986.3946704864502
*AFP_FE,646_fri_c3_500_10,0.5226716105995965,0.2415221161159394,0.7036879500976432,40.0,1837.779825091362
*AFP_FE,647_fri_c1_250_10,0.5016297683329719,0.22444863889903707,0.7630567678754859,34.5,1146.5862954854965
*AFP_FE,648_fri_c1_250_50,0.6382479379304267,0.34171591467434903,0.596903667484723,45.5,1318.5534899234772
*AFP_FE,649_fri_c0_500_5,0.4142639177112244,0.1583827919517793,0.8156266569758437,41.5,1562.1339493989944
*AFP_FE,650_fri_c0_500_50,0.5567371925091243,0.2699937790406076,0.701740343599713,23.0,1696.7055758237839
*AFP_FE,651_fri_c0_100_25,0.7327934369318819,0.4298234997865681,0.5492929025159253,43.0,801.0226768255234
*AFP_FE,653_fri_c0_250_25,0.6564949707135879,0.35836347017616516,0.5253895878097352,24.5,1049.690277814865
*AFP_FE,654_fri_c0_500_10,0.5323202646899131,0.24948542883589225,0.7047781478005709,37.0,1529.8432495594025
*AFP_FE,656_fri_c1_100_5,0.6025247909402593,0.30971465544287485,0.6044179985694385,43.0,819.3135187625885
*AFP_FE,657_fri_c2_250_10,0.5320787061654857,0.249285064612807,0.7112124296443167,43.5,1239.9588754177094
*AFP_FE,658_fri_c3_250_25,0.8177126281210486,0.512017278776221,0.37185606117621794,46.0,1281.4931472539902
*AFP_FE,659_sleuth_ex1714,1306.840801968877,14.350736389637378,0.7508532102536705,10.0,571.1313531398773
*AFP_FE,663_rabe_266,6.935377900870355,3.8938481717655233,0.9817480502293892,19.5,635.5734051465988
*AFP_FE,665_sleuth_case2002,8.348088435651418,4.258312332477009,0.29913707001233775,4.0,948.7075710296631
*AFP_FE,666_rmftsa_ladata,1.7310080611380207,1.3853911803060668,0.6750672496494066,28.0,1566.764121055603
*AFP_FE,678_visualizing_environmental,2.864375438120191,2.219708427256916,0.3202233425029211,29.5,838.24540579319
*AFP_FE,687_sleuth_ex1605,11.438512720048108,4.881585829252876,0.3224399496518147,29.5,618.450110912323
*AFP_FE,690_visualizing_galaxy,19.44377187558119,5.937695202335208,0.9585046073413032,33.5,1170.1452946662903
*AFP_FE,695_chatfield_4,17.97691683468915,5.781266647087543,0.8326650175770034,12.0,731.7905522584915
*AFP_FE,706_sleuth_case1202,53.12217061511511,7.945543033866159,0.664781913227517,21.0,691.1639560461044
*AFP_FE,712_chscase_geyser1,6.290171105080749,3.702936502510553,0.7564157501728527,8.5,885.6954917907715
*AFP_FE,banana,0.6133442035797984,0.31931961944896325,0.6185175776166694,55.5,17158.479618668556
*AFP_FE,titanic,0.7923100125771997,0.4872018607108849,0.2713892210069385,51.5,6839.945848584175
*AIFeynman,1027_ESL,0.8636862902477893,0.5573011156970389,0.6455802672701156,11.5,69643.0692486763
*AIFeynman,1028_SWD,0.8074651695275027,0.501986675098834,-0.06360203423075006,1.0,9744.098350048065
*AIFeynman,1029_LEV,0.9767292357410262,0.6698785535956416,-0.04202504812255492,1.0,6689.84159719944
*AIFeynman,1030_ERA,1.997998998995585,1.6078366310645946,-0.007698884664690153,1.0,6975.595732092857
*AIFeynman,1089_USCrime,45.06491706845382,7.616700387737462,-0.19303927980371027,2849.0,10221.345759272575
*AIFeynman,1096_FacultySalaries,11.2703551009606,4.8521935638803635,-3.6613134099082156,400.0,137944.25964689255
