dataset,algorithm,trial,best_params,train_mse,train_mae,train_r2,test_mse,test_mae,test_r2,runtime
1027_ESL,eplex,8,"[('g', 1000), ('max_len', 64), ('popsize', 100), ('rt_cross', 0.2), ('rt_mut', 0.8)]",0.30485661858,0.415027740541,0.818845829506,0.276907708235,0.404874848363,0.772347250749,1029.0208630561829
1027_ESL,eplex,9,"[('g', 1000), ('max_len', 64), ('popsize', 100), ('rt_cross', 0.8), ('rt_mut', 0.2)]",0.30175595173,0.418542273126,0.847598535709,0.355851879755,0.48514784871,0.783449951926,1065.3711714744568
1027_ESL,eplex-1m,0,"[('g', 1000), ('max_len', 50), ('popsize', 1000), ('rt_cross', 0.5), ('rt_mut', 0.5)]",0.263730354101,0.386880732502,0.847053169227,0.336414565515,0.447145905141,0.811555865017,15337.063567638397
1027_ESL,eplex-1m,1,"[('g', 1000), ('max_len', 100), ('popsize', 1000), ('rt_cross', 0.2), ('rt_mut', 0.8)]",0.243044839573,0.370391705772,0.844238418502,0.373425814016,0.457834193104,0.763150676671,15695.932440757751
1027_ESL,eplex-1m,2,"[('g', 1000), ('max_len', 100), ('popsize', 1000), ('rt_cross', 0.8), ('rt_mut', 0.2)]",0.234021446347,0.368126418847,0.855437549732,0.299471168136,0.438459109121,0.860484203475,16319.217602491379
1027_ESL,eplex-1m,3,"[('g', 2000), ('max_len', 100), ('popsize', 500), ('rt_cross', 0.2), ('rt_mut', 0.8)]",0.281601785503,0.407816935611,0.82884642469,0.271240210588,0.378683433019,0.870669714088,15624.526726484299
1027_ESL,eplex-1m,4,"[('g', 2000), ('max_len', 100), ('popsize', 500), ('rt_cross', 0.5), ('rt_mut', 0.5)]",0.253235843574,0.399383802153,0.863129366904,0.339345983428,0.436446477218,0.801823143036,15914.811927556992
1027_ESL,eplex-1m,5,"[('g', 500), ('max_len', 100), ('popsize', 2000), ('rt_cross', 0.5), ('rt_mut', 0.5)]",0.257972215812,0.3966543614,0.847108117844,0.26836950238,0.409565401892,0.838511353736,16106.07810473442
1027_ESL,eplex-1m,6,"[('g', 1000), ('max_len', 25), ('popsize', 1000), ('rt_cross', 0.5), ('rt_mut', 0.5)]",0.278670814827,0.406397837399,0.83869307842,0.249683959299,0.392141549501,0.876980778915,15057.808917284012
1027_ESL,eplex-1m,7,"[('g', 2000), ('max_len', 100), ('popsize', 500), ('rt_cross', 0.8), ('rt_mut', 0.2)]",0.240284269658,0.382146937312,0.857612360876,0.248057047756,0.354905204005,0.862688085649,16061.804557323456
1027_ESL,eplex-1m,8,"[('g', 1000), ('max_len', 100), ('popsize', 1000), ('rt_cross', 0.8), ('rt_mut', 0.2)]",0.270953613615,0.403571397303,0.857204442089,0.261059370756,0.407175809792,0.8507201504,16264.707390785217
1027_ESL,eplex-1m,9,"[('g', 500), ('max_len', 50), ('popsize', 2000), ('rt_cross', 0.2), ('rt_mut', 0.8)]",0.264333338861,0.393943392003,0.851225260566,0.277163721676,0.423475233855,0.839945151934,15108.252460241318
1027_ESL,gradboost,0,"[('max_features', None), ('min_weight_fraction_leaf', 0.0), ('n_estimators', 100)]",0.17026815566599998,0.31286029256,0.9025252452600001,0.388398455484,0.47064423010399997,0.794788106086,9.738770723342897
1027_ESL,gradboost,1,"[('max_features', 'log2'), ('min_weight_fraction_leaf', 0.0), ('n_estimators', 100)]",0.167527328535,0.314231599048,0.910632312854,0.317318554187,0.43155457918000006,0.8159334166269999,9.604346990585329
1027_ESL,gradboost,2,"[('max_features', 'sqrt'), ('min_weight_fraction_leaf', 0.0), ('n_estimators', 100)]",0.17033974067000002,0.319507271026,0.9105428562019999,0.357017708141,0.428044041884,0.72357180201,9.684270858764648
1027_ESL,gradboost,3,"[('max_features', 'sqrt'), ('min_weight_fraction_leaf', 0.0), ('n_estimators', 100)]",0.156441073257,0.312989356255,0.9150588139129999,0.384740533573,0.469301361611,0.7605899954180001,9.887988805770872
1027_ESL,gradboost,4,"[('max_features', None), ('min_weight_fraction_leaf', 0.0), ('n_estimators', 100)]",0.170871366345,0.31613500402600003,0.900744507184,0.320357358684,0.42789508484899996,0.842997310538,10.102206468582152
1027_ESL,gradboost,5,"[('max_features', 'log2'), ('min_weight_fraction_leaf', 0.0), ('n_estimators', 100)]",0.157563416273,0.304565726841,0.9064397566079999,0.41921892185000004,0.474477669385,0.7911833977349999,9.720010995864866
1027_ESL,gradboost,6,"[('max_features', 'log2'), ('min_weight_fraction_leaf', 0.0), ('n_estimators', 100)]",0.167323787059,0.32043847602,0.905272840133,0.294931917793,0.401397502625,0.850566053466,10.17457842826843
1027_ESL,gradboost,7,"[('max_features', 'sqrt'), ('min_weight_fraction_leaf', 0.0), ('n_estimators', 100)]",0.175996473705,0.317681297364,0.8992439935359999,0.291500330876,0.398250146525,0.836834471058,10.057273387908936
1027_ESL,gradboost,8,"[('max_features', 'sqrt'), ('min_weight_fraction_leaf', 0.0), ('n_estimators', 100)]",0.18426866768800002,0.329025394879,0.90033716816,0.311999626927,0.40766146146399995,0.8210747412980001,9.817320346832275
1027_ESL,gradboost,9,"[('max_features', 'log2'), ('min_weight_fraction_leaf', 0.0), ('n_estimators', 100)]",0.177762505627,0.318418058317,0.901545423576,0.278348952785,0.398644809339,0.819181660407,9.766345262527468
1027_ESL,gsgp,0.0,"[('g', 500), ('max_len', 6), ('popsize', 200), ('rt_cross', 0.2), ('rt_mut', 0.8)]",0.20799241247699998,0.315855943107,0.890035349982,0.356821705198,0.444324787813,0.80554655125,701.7956240177155
1027_ESL,gsgp,1.0,"[('g', 1000), ('max_len', 6), ('popsize', 100), ('rt_cross', 0.2), ('rt_mut', 0.8)]",0.208671366638,0.277275464986,0.8889803644869999,0.335015008596,0.389706622981,0.826503483883,702.5021841526031
1027_ESL,gsgp,2.0,"[('g', 500), ('max_len', 6), ('popsize', 200), ('rt_cross', 0.1), ('rt_mut', 0.9)]",0.21190589981600003,0.300138064755,0.8749836342739999,0.270565694994,0.366727617021,0.841358440123,699.2318642139435
1027_ESL,gsgp,3.0,"[('g', 1000), ('max_len', 6), ('popsize', 100), ('rt_cross', 0.2), ('rt_mut', 0.8)]",0.218157286835,0.282024385641,0.879583307108,0.290358888672,0.373064872546,0.811911303407,699.658460855484
1027_ESL,gsgp,4.0,"[('g', 500), ('max_len', 6), ('popsize', 200), ('rt_cross', 0.2), ('rt_mut', 0.8)]",0.209034932557,0.286065539187,0.8704756630220001,0.306789968137,0.38727706676,0.8240320099189999,689.3342618942261
1027_ESL,gsgp,5.0,"[('g', 500), ('max_len', 6), ('popsize', 200), ('rt_cross', 0.2), ('rt_mut', 0.8)]",0.191945608637,0.291719920917,0.887783525988,0.336928083205,0.40827470465899995,0.821155005288,695.9178321361542
1027_ESL,gsgp,6.0,"[('g', 500), ('max_len', 6), ('popsize', 200), ('rt_cross', 0.2), ('rt_mut', 0.8)]",0.201486459432,0.277162081372,0.8795370315600001,0.345259379059,0.39598904498099996,0.831294608045,699.8707206249237
1027_ESL,gsgp,7.0,"[('g', 500), ('max_len', 6), ('popsize', 200), ('rt_cross', 0.2), ('rt_mut', 0.8)]",0.18584293464999999,0.272170480248,0.895197269066,0.317819968083,0.383135253685,0.7926207100849999,702.6712036132812
1027_ESL,gsgp,8.0,"[('g', 500), ('max_len', 6), ('popsize', 200), ('rt_cross', 0.2), ('rt_mut', 0.8)]",0.218880023625,0.325739780608,0.882839199826,0.30301077759399997,0.40404236390799997,0.820789498925,704.7402775287628
1027_ESL,gsgp,9.0,"[('g', 500), ('max_len', 6), ('popsize', 200), ('rt_cross', 0.2), ('rt_mut', 0.8)]",0.209748406349,0.27726445728300003,0.8738803377600001,0.309903205794,0.384990594907,0.7802391325570001,702.0135912895203
1027_ESL,kernel-ridge,0,"[('alpha', 0.1), ('gamma', 0.01), ('kernel', 'poly')]",0.24029210129999998,0.379818841819,0.862727578265,0.324803380711,0.41622438406999995,0.82616858587,3.2526326179504395
1027_ESL,kernel-ridge,1,"[('alpha', 0.0001), ('gamma', 0.01), ('kernel', 'rbf')]",0.200319587178,0.347836856857,0.8867002219560001,0.351663849486,0.442792064141,0.782651092362,3.010684967041016
1027_ESL,kernel-ridge,2,"[('alpha', 0.01), ('gamma', 0.01), ('kernel', 'poly')]",0.25407487250599997,0.39092838610799996,0.852771387856,0.253149351816,0.35258605677199994,0.873163053082,2.9792399406433105
1027_ESL,kernel-ridge,3,"[('alpha', 0.01), ('gamma', 0.01), ('kernel', 'rbf')]",0.23449910993,0.378308252105,0.8619459994069999,0.28338723674000005,0.41688819022100004,0.8465592673289999,2.9987001419067383
1027_ESL,kernel-ridge,4,"[('alpha', 1), ('gamma', 0.1), ('kernel', 'poly')]",0.23142082183499998,0.37493137513,0.871519231504,0.26110900426,0.394938922492,0.8479925597069999,2.961699962615967
1027_ESL,kernel-ridge,5,"[('alpha', 0.01), ('gamma', 0.01), ('kernel', 'poly')]",0.207091290495,0.35729761030699997,0.878292426727,0.399005242267,0.462270609817,0.806290438956,2.981062173843384
1027_ESL,kernel-ridge,6,"[('alpha', 1), ('gamma', 0.1), ('kernel', 'poly')]",0.232767913369,0.371570857756,0.865437259258,0.280643862265,0.40389193018799996,0.848256212373,2.9789092540740967
1027_ESL,kernel-ridge,7,"[('alpha', 0.1), ('gamma', 0.01), ('kernel', 'rbf')]",0.26299262603100004,0.397969132795,0.8547259210600001,0.2392837518,0.39417626228200003,0.826379797769,2.986149549484253
1027_ESL,kernel-ridge,8,"[('alpha', 0.1), ('gamma', 0.01), ('kernel', 'rbf')]",0.266118384792,0.40142878947300004,0.846001150099,0.234758158993,0.37854707034699997,0.8610475462010001,2.955404043197632
1027_ESL,kernel-ridge,9,"[('alpha', 0.1), ('gamma', 0.01), ('kernel', 'poly')]",0.230590886715,0.37687959007,0.8609748832809999,0.357967407394,0.421247853044,0.83301380294,3.0169570446014404
1027_ESL,lasso-lars,0,"[('alpha', 0.0001)]",0.28167952192400003,0.40015836676600003,0.83457590533,0.26706818123000003,0.411181554195,0.833627968126,0.21661949157714844
1027_ESL,lasso-lars,1,"[('alpha', 0.0001)]",0.28225914469,0.40560985898699997,0.834149755985,0.260355603281,0.38681221303999996,0.856202768358,0.05861854553222656
1027_ESL,lasso-lars,2,"[('alpha', 0.0001)]",0.294387239612,0.413424808374,0.83324352096,0.22487277655699997,0.370491608736,0.8713048515,0.05883073806762695
1027_ESL,lasso-lars,3,"[('alpha', 0.0001)]",0.268889927125,0.403947941017,0.850509631433,0.30565763278,0.40983933301200004,0.829625471586,0.05835103988647461
1027_ESL,lasso-lars,4,"[('alpha', 0.0001)]",0.284228456815,0.40868091833400005,0.848149560988,0.255445755249,0.37878590443099996,0.8335401151890001,0.05804896354675292
1027_ESL,lasso-lars,5,"[('alpha', 0.0001)]",0.285075241431,0.40879434819399996,0.831372415464,0.252021888242,0.38372342912199997,0.865767087438,0.0609135627746582
1027_ESL,lasso-lars,6,"[('alpha', 0.0001)]",0.282874863249,0.412423647452,0.8420205645640001,0.25856021816999997,0.37176720626800003,0.841819443694,0.061479806900024414
1027_ESL,lasso-lars,7,"[('alpha', 0.0001)]",0.265511568699,0.38761615467200006,0.851972599679,0.314531553406,0.437526634358,0.798760536429,0.05986952781677246
1027_ESL,lasso-lars,8,"[('alpha', 0.0001)]",0.28579618772300003,0.404705051258,0.832415162789,0.24935831686,0.391290358204,0.862673258222,0.0601046085357666
1027_ESL,lasso-lars,9,"[('alpha', 0.0001)]",0.289059876627,0.40274028519,0.814631403076,0.242773524852,0.39697213413599997,0.8737970207950001,0.060023069381713874
1027_ESL,linear-regression,0,"[('fit_intercept', True)]",0.260006896722,0.395965399863,0.840832266847,0.334574966884,0.42322043921999997,0.787246197008,0.12665510177612305
1027_ESL,linear-regression,1,"[('fit_intercept', True)]",0.259249398603,0.396512934653,0.854949401706,0.330117901213,0.41788295968500005,0.816642736357,0.022904396057128903
1027_ESL,linear-regression,2,"[('fit_intercept', True)]",0.269196779989,0.39035237940399997,0.835391542884,0.299000118992,0.436535278857,0.837568507916,0.02755165100097656
1027_ESL,linear-regression,3,"[('fit_intercept', True)]",0.28444113239700003,0.402332981218,0.837007770335,0.25384846592599997,0.39798432763499997,0.8312125688750001,0.023910045623779297
1027_ESL,linear-regression,4,"[('fit_intercept', True)]",0.285489203044,0.405782689814,0.8423703990639999,0.250640377113,0.38889544355899996,0.8185366080769999,0.024205923080444336
1027_ESL,linear-regression,5,"[('fit_intercept', True)]",0.261929767246,0.399310593162,0.85658491966,0.322851123437,0.413101483635,0.797388952033,0.023690462112426758
1027_ESL,linear-regression,6,"[('fit_intercept', True)]",0.263770814479,0.399169435594,0.8509971744920001,0.314913433621,0.40435458436599997,0.815794355948,0.023964643478393555
1027_ESL,linear-regression,7,"[('fit_intercept', True)]",0.287063725722,0.407834069773,0.8434274948999999,0.247762652629,0.38932261083,0.815971246885,0.024056196212768555
1027_ESL,linear-regression,8,"[('fit_intercept', True)]",0.280827862501,0.39369997545900004,0.8447139499349999,0.268212083016,0.427727225589,0.823635738948,0.024393320083618164
1027_ESL,linear-regression,9,"[('fit_intercept', True)]",0.272155560502,0.402448950659,0.838147237192,0.293422799826,0.40157818799999995,0.837606561605,0.024289369583129883
1027_ESL,linear-svr,0,"[('C', 0.1), ('loss', 'squared_epsilon_insensitive')]",0.28220228734700004,0.41018153850100003,0.841411609791,0.260676315531,0.372645377599,0.8321342766600001,0.1474897861480713
1027_ESL,linear-svr,1,"[('C', 0.1), ('loss', 'squared_epsilon_insensitive')]",0.258594803167,0.393896095105,0.852094479243,0.330320697694,0.422762321081,0.807200273988,0.09397006034851074
1027_ESL,linear-svr,2,"[('C', 0.1), ('loss', 'squared_epsilon_insensitive')]",0.263802711609,0.387771746974,0.848695864817,0.316465625601,0.44528289560199996,0.7954740202789999,0.10555005073547363
1027_ESL,linear-svr,3,"[('C', 1), ('loss', 'epsilon_insensitive')]",0.290491889461,0.40109309346600003,0.841793499665,0.24262305029599998,0.39344290355300005,0.863587344831,0.10457730293273926
1027_ESL,linear-svr,4,"[('C', 0.1), ('loss', 'squared_epsilon_insensitive')]",0.311000624612,0.425844176964,0.820783544963,0.173582639481,0.326528699598,0.8990823459589999,0.10578680038452147
1027_ESL,linear-svr,5,"[('C', 0.1), ('loss', 'squared_epsilon_insensitive')]",0.290236664042,0.411941359737,0.8266656735819999,0.244079880466,0.381063045574,0.854617720196,0.1024942398071289
1027_ESL,linear-svr,6,"[('C', 0.1), ('loss', 'squared_epsilon_insensitive')]",0.28461676496,0.41966287976899996,0.842272990184,0.254541363151,0.35448505308,0.849838164375,0.09751033782958984
1027_ESL,linear-svr,7,"[('C', 0.1), ('loss', 'squared_epsilon_insensitive')]",0.276680188882,0.40784985796400003,0.83558237256,0.277701756551,0.386475094982,0.837510941259,0.10315370559692384
1027_ESL,linear-svr,8,"[('C', 0.1), ('loss', 'squared_epsilon_insensitive')]",0.28187918884700003,0.40837705432300003,0.824077326055,0.273098853339,0.39411220334700003,0.852520365699,0.10385918617248537
1027_ESL,linear-svr,9,"[('C', 1), ('loss', 'epsilon_insensitive')]",0.288612554561,0.404934329608,0.846731428566,0.24816395454999998,0.381980230477,0.8459876776,0.10609245300292967
1027_ESL,mlp,0,"[('activation', 'logistic'), ('learning_rate', 'adaptive'), ('solver', 'lbfgs')]",0.215253323857,0.369958661152,0.88098737204,0.385089144321,0.440724857489,0.7770792078740001,17.979209661483765
1027_ESL,mlp,1,"[('activation', 'relu'), ('learning_rate', 'invscaling'), ('solver', 'adam')]",0.231224082867,0.381976677196,0.867778235763,0.322092369041,0.41603602678,0.838079428701,18.76680278778076
1027_ESL,mlp,2,"[('activation', 'relu'), ('learning_rate', 'constant'), ('solver', 'adam')]",0.272548891651,0.398252969771,0.8481939087729999,0.205110596133,0.36181764137100003,0.872674231719,18.85201859474182
1027_ESL,mlp,3,"[('activation', 'relu'), ('learning_rate', 'constant'), ('solver', 'adam')]",0.268204795904,0.40209343471000003,0.8498789940800001,0.279982589123,0.396398582231,0.824185612138,18.463070631027218
1027_ESL,mlp,4,"[('activation', 'relu'), ('learning_rate', 'invscaling'), ('solver', 'adam')]",0.253416531462,0.385850268442,0.862952276576,0.25887011674800003,0.398433704069,0.829286787924,18.766627550125122
1027_ESL,mlp,5,"[('activation', 'logistic'), ('learning_rate', 'adaptive'), ('solver', 'adam')]",0.295869320077,0.408510687507,0.830302749165,0.233117033568,0.380119150478,0.854257861418,18.40229797363281
1027_ESL,mlp,6,"[('activation', 'tanh'), ('learning_rate', 'adaptive'), ('solver', 'sgd')]",0.255471367307,0.395066026425,0.8438981468790001,0.339420495534,0.42941108441500003,0.819617584252,18.450632333755493
1027_ESL,mlp,7,"[('activation', 'logistic'), ('learning_rate', 'adaptive'), ('solver', 'adam')]",0.299081107762,0.41190909228100003,0.828688050956,0.23769171006700002,0.380484003848,0.861628938792,18.90264058113098
1027_ESL,mlp,8,"[('activation', 'relu'), ('learning_rate', 'adaptive'), ('solver', 'adam')]",0.249743098572,0.38395922156999995,0.8600446583069999,0.266977110918,0.406679188636,0.8354412576160001,19.343820810317997
1027_ESL,mlp,9,"[('activation', 'relu'), ('learning_rate', 'constant'), ('solver', 'adam')]",0.236642873948,0.37769338040100003,0.865929892965,0.320015223023,0.42018877088699996,0.837115997746,18.644078016281128
1027_ESL,mrgp,0,"[('g', 1000), ('max_len', 6), ('popsize', 100), ('rt_cross', 0.2), ('rt_mut', 0.8)]",0.121312538119,0.242464627047,0.938275073493,0.855911524398,0.547798918545,0.638675881454,19645.072575569153
1027_ESL,mrgp,2,"[('g', 1000), ('max_len', 6), ('popsize', 100), ('rt_cross', 0.2), ('rt_mut', 0.8)]",0.144583187692,0.267996750458,0.924784390566,0.405222926932,0.436487062551,0.787713184612,19704.571536064148
1027_ESL,mrgp,3,"[('g', 100), ('max_len', 6), ('popsize', 1000), ('rt_cross', 0.2), ('rt_mut', 0.8)]",0.107945703975,0.224243508885,0.93912957964,0.963973437961,0.581811043079,0.59045350961,19532.448734283447
1027_ESL,mrgp,4,"[('g', 100), ('max_len', 6), ('popsize', 1000), ('rt_cross', 0.5), ('rt_mut', 0.5)]",0.119246973291,0.226123599204,0.938891391038,0.699853862739,0.52820458626,0.686564351215,19697.070982933044
1027_ESL,mrgp,9,"[('g', 1000), ('max_len', 6), ('popsize', 100), ('rt_cross', 0.2), ('rt_mut', 0.8)]",0.114167443722,0.231802252901,0.93508374816,2.08552896811,0.773498583253,0.140451721186,19693.3749024868
1027_ESL,mrgp,10,"[('g', 100), ('max_len', 6), ('popsize', 1000), ('rt_cross', 0.8), ('rt_mut', 0.2)]",0.118763805613,0.221165786938,0.935177902776,2.0499100225,0.785418566981,0.269542419993,20073.92423224449
1027_ESL,mrgp,12,"[('g', 100), ('max_len', 6), ('popsize', 1000), ('rt_cross', 0.5), ('rt_mut', 0.5)]",0.119092174639,0.226885996715,0.936226129193,1.78480056482,0.716413176436,0.276926452686,19807.38240838051
1027_ESL,mrgp,15,"[('g', 100), ('max_len', 6), ('popsize', 1000), ('rt_cross', 0.2), ('rt_mut', 0.8)]",0.117601408892,0.232797124481,0.938521195218,0.746238920921,0.549607341005,0.661708356312,19666.03522014618
1027_ESL,mrgp,16,"[('g', 1000), ('max_len', 6), ('popsize', 100), ('rt_cross', 0.2), ('rt_mut', 0.8)]",0.127148278168,0.241673759921,0.933862119232,0.501281403743,0.469167869852,0.733153845085,19761.926911592484
1027_ESL,mrgp,19,"[('g', 100), ('max_len', 6), ('popsize', 1000), ('rt_cross', 0.2), ('rt_mut', 0.8)]",0.108416756486,0.20939823883,0.943222237806,1.34519937092,0.645342488361,0.566920074154,19840.16829609871
1027_ESL,rf,0,"[('max_features', 'sqrt'), ('min_weight_fraction_leaf', 0.0), ('n_estimators', 1000)]",0.129020408176,0.24439760026299998,0.922176581943,0.396911002905,0.443085508196,0.8024601785,59.860440254211426
1027_ESL,rf,1,"[('max_features', 'sqrt'), ('min_weight_fraction_leaf', 0.0), ('n_estimators', 100)]",0.120766464101,0.23962760181099999,0.933157572524,0.321811217124,0.39783816998000004,0.80464566257,57.51846146583557
1027_ESL,rf,2,"[('max_features', 'sqrt'), ('min_weight_fraction_leaf', 0.0), ('n_estimators', 1000)]",0.114187257978,0.230752637067,0.9370352675929999,0.39001693402800003,0.45431479453900003,0.7556148548289999,58.0382878780365
1027_ESL,rf,3,"[('max_features', 'log2'), ('min_weight_fraction_leaf', 0.0), ('n_estimators', 10)]",0.146506328041,0.265201017107,0.9172920259559999,0.30451406478500004,0.387858710051,0.807074382572,58.5432665348053
1027_ESL,rf,4,"[('max_features', 'sqrt'), ('min_weight_fraction_leaf', 0.0), ('n_estimators', 100)]",0.141344883955,0.263883920158,0.920460461414,0.252606077927,0.33981523061499996,0.854490024355,56.828178882598884
1027_ESL,rf,5,"[('max_features', 'log2'), ('min_weight_fraction_leaf', 0.0), ('n_estimators', 100)]",0.13652207665,0.25737729964899997,0.926313484283,0.264891059969,0.370038823981,0.821826148116,57.14220976829529
1027_ESL,rf,6,"[('max_features', 'log2'), ('min_weight_fraction_leaf', 0.0), ('n_estimators', 100)]",0.11681419042199999,0.229999517064,0.930084525247,0.393294252326,0.43170670040299997,0.77486124785,56.30845046043396
1027_ESL,rf,7,"[('max_features', 'sqrt'), ('min_weight_fraction_leaf', 0.0), ('n_estimators', 100)]",0.141180831748,0.264425025314,0.916523138757,0.273389854992,0.364947814133,0.8689938125130001,56.12164688110352
