dataset,algorithm,trial,best_params,train_mse,train_mae,test_mse,test_mae,runtime
1027_ESL,afp,5.0,"[('g', 100), ('max_len', 64), ('popsize', 1000), ('rt_cross', 0.8), ('rt_mut', 0.2)]",0.268956090585,0.39115555517300005,0.285035019305,0.410565820974,767.8567657470703
1027_ESL,afp,6.0,"[('g', 100), ('max_len', 64), ('popsize', 1000), ('rt_cross', 0.2), ('rt_mut', 0.8)]",0.31241967031999995,0.42147194294,0.291005388312,0.429887545549,717.2979936599731
1027_ESL,afp,7.0,"[('g', 100), ('max_len', 64), ('popsize', 1000), ('rt_cross', 0.8), ('rt_mut', 0.2)]",0.256981925445,0.38209856547,0.32629371920600003,0.45806823079400005,792.7005724906921
1027_ESL,afp,8.0,"[('g', 100), ('max_len', 64), ('popsize', 1000), ('rt_cross', 0.5), ('rt_mut', 0.5)]",0.260120966603,0.39453561108499996,0.328029515255,0.424762521495,725.590535402298
1027_ESL,afp,9.0,"[('g', 100), ('max_len', 64), ('popsize', 1000), ('rt_cross', 0.8), ('rt_mut', 0.2)]",0.292070903722,0.408882514354,0.3183404844,0.422027444671,725.2677667140961
1027_ESL,eplex,0.0,"[('g', 1000), ('max_len', 64), ('popsize', 100), ('rt_cross', 0.2), ('rt_mut', 0.8)]",0.254536266811,0.39367979789700003,0.33471630654199996,0.41761191657499996,1021.71324968338
1027_ESL,eplex,1.0,"[('g', 1000), ('max_len', 64), ('popsize', 100), ('rt_cross', 0.5), ('rt_mut', 0.5)]",0.241228703204,0.37715853994000004,0.31982398871199996,0.439900863547,1056.5626549720764
1027_ESL,eplex,2.0,"[('g', 1000), ('max_len', 64), ('popsize', 100), ('rt_cross', 0.8), ('rt_mut', 0.2)]",0.286420293981,0.39953283765000003,0.244729105059,0.397561714533,1063.2582232952118
1027_ESL,eplex,3.0,"[('g', 100), ('max_len', 64), ('popsize', 1000), ('rt_cross', 0.2), ('rt_mut', 0.8)]",0.29224765633,0.40948662164300004,0.243220191021,0.38453330549599996,1035.8170750141144
1027_ESL,eplex,4.0,"[('g', 1000), ('max_len', 64), ('popsize', 100), ('rt_cross', 0.5), ('rt_mut', 0.5)]",0.248967663171,0.38997730370399997,0.34718069238899996,0.446932313279,1050.0732328891754
1027_ESL,eplex,5.0,"[('g', 100), ('max_len', 64), ('popsize', 1000), ('rt_cross', 0.8), ('rt_mut', 0.2)]",0.263880765025,0.387638743461,0.306029495716,0.44419124440800006,1084.727600812912
1027_ESL,eplex,6.0,"[('g', 100), ('max_len', 64), ('popsize', 1000), ('rt_cross', 0.8), ('rt_mut', 0.2)]",0.273465277864,0.398569320009,0.24522591520300002,0.38841229585500003,1074.986669778824
1027_ESL,eplex,7.0,"[('g', 1000), ('max_len', 64), ('popsize', 100), ('rt_cross', 0.2), ('rt_mut', 0.8)]",0.275129994232,0.403786741134,0.329841730632,0.424379317966,1039.0125551223757
1027_ESL,eplex,8.0,"[('g', 1000), ('max_len', 64), ('popsize', 100), ('rt_cross', 0.2), ('rt_mut', 0.8)]",0.30485661858,0.415027740541,0.276907708235,0.40487484836300003,1029.0208630561826
1027_ESL,eplex,9.0,"[('g', 1000), ('max_len', 64), ('popsize', 100), ('rt_cross', 0.8), ('rt_mut', 0.2)]",0.30175595173,0.418542273126,0.35585187975500004,0.48514784871000005,1065.3711714744568
1027_ESL,eplex-1m,0.0,"[('g', 1000), ('max_len', 50), ('popsize', 1000), ('rt_cross', 0.5), ('rt_mut', 0.5)]",0.26373035410100004,0.38688073250200006,0.336414565515,0.447145905141,15337.063567638395
1027_ESL,eplex-1m,1.0,"[('g', 1000), ('max_len', 100), ('popsize', 1000), ('rt_cross', 0.2), ('rt_mut', 0.8)]",0.243044839573,0.37039170577200003,0.37342581401600006,0.45783419310400003,15695.932440757751
1027_ESL,eplex-1m,2.0,"[('g', 1000), ('max_len', 100), ('popsize', 1000), ('rt_cross', 0.8), ('rt_mut', 0.2)]",0.234021446347,0.368126418847,0.299471168136,0.438459109121,16319.217602491379
1027_ESL,eplex-1m,3.0,"[('g', 2000), ('max_len', 100), ('popsize', 500), ('rt_cross', 0.2), ('rt_mut', 0.8)]",0.28160178550299997,0.40781693561099996,0.271240210588,0.378683433019,15624.526726484299
1027_ESL,eplex-1m,4.0,"[('g', 2000), ('max_len', 100), ('popsize', 500), ('rt_cross', 0.5), ('rt_mut', 0.5)]",0.253235843574,0.399383802153,0.339345983428,0.436446477218,15914.811927556992
1027_ESL,eplex-1m,5.0,"[('g', 500), ('max_len', 100), ('popsize', 2000), ('rt_cross', 0.5), ('rt_mut', 0.5)]",0.25797221581199997,0.3966543614,0.26836950238,0.40956540189199997,16106.078104734419
1027_ESL,eplex-1m,6.0,"[('g', 1000), ('max_len', 25), ('popsize', 1000), ('rt_cross', 0.5), ('rt_mut', 0.5)]",0.278670814827,0.406397837399,0.24968395929900003,0.392141549501,15057.808917284012
1027_ESL,eplex-1m,7.0,"[('g', 2000), ('max_len', 100), ('popsize', 500), ('rt_cross', 0.8), ('rt_mut', 0.2)]",0.24028426965799998,0.382146937312,0.24805704775600002,0.354905204005,16061.804557323458
1027_ESL,eplex-1m,8.0,"[('g', 1000), ('max_len', 100), ('popsize', 1000), ('rt_cross', 0.8), ('rt_mut', 0.2)]",0.270953613615,0.403571397303,0.261059370756,0.40717580979199997,16264.707390785215
1027_ESL,eplex-1m,9.0,"[('g', 500), ('max_len', 50), ('popsize', 2000), ('rt_cross', 0.2), ('rt_mut', 0.8)]",0.264333338861,0.393943392003,0.277163721676,0.42347523385499997,15108.252460241318
1027_ESL,gradboost,0.0,"[('max_features', None), ('min_weight_fraction_leaf', 0.0), ('n_estimators', 100)]",0.17026815566599998,0.31286029256,0.388398455484,0.470644230104,9.738770723342897
1027_ESL,gradboost,1.0,"[('max_features', 'log2'), ('min_weight_fraction_leaf', 0.0), ('n_estimators', 100)]",0.167527328535,0.314231599048,0.317318554187,0.4315545791800001,9.604346990585329
1027_ESL,gradboost,2.0,"[('max_features', 'sqrt'), ('min_weight_fraction_leaf', 0.0), ('n_estimators', 100)]",0.17033974067000002,0.319507271026,0.357017708141,0.428044041884,9.684270858764648
1027_ESL,gradboost,3.0,"[('max_features', 'sqrt'), ('min_weight_fraction_leaf', 0.0), ('n_estimators', 100)]",0.156441073257,0.312989356255,0.384740533573,0.469301361611,9.887988805770872
1027_ESL,gradboost,4.0,"[('max_features', None), ('min_weight_fraction_leaf', 0.0), ('n_estimators', 100)]",0.170871366345,0.31613500402600003,0.320357358684,0.427895084849,10.102206468582152
1027_ESL,gradboost,5.0,"[('max_features', 'log2'), ('min_weight_fraction_leaf', 0.0), ('n_estimators', 100)]",0.157563416273,0.304565726841,0.41921892185,0.474477669385,9.720010995864866
1027_ESL,gradboost,6.0,"[('max_features', 'log2'), ('min_weight_fraction_leaf', 0.0), ('n_estimators', 100)]",0.167323787059,0.32043847602,0.294931917793,0.401397502625,10.17457842826843
1027_ESL,gradboost,7.0,"[('max_features', 'sqrt'), ('min_weight_fraction_leaf', 0.0), ('n_estimators', 100)]",0.175996473705,0.317681297364,0.291500330876,0.398250146525,10.057273387908936
1027_ESL,gradboost,8.0,"[('max_features', 'sqrt'), ('min_weight_fraction_leaf', 0.0), ('n_estimators', 100)]",0.184268667688,0.329025394879,0.311999626927,0.407661461464,9.817320346832275
1027_ESL,gradboost,9.0,"[('max_features', 'log2'), ('min_weight_fraction_leaf', 0.0), ('n_estimators', 100)]",0.177762505627,0.318418058317,0.278348952785,0.398644809339,9.766345262527468
1027_ESL,gsgp,0.0,"[('g', 500), ('max_len', 6), ('popsize', 200), ('rt_cross', 0.2), ('rt_mut', 0.8)]",0.207992412477,0.315855943107,0.356821705198,0.444324787813,701.7956240177155
1027_ESL,gsgp,1.0,"[('g', 1000), ('max_len', 6), ('popsize', 100), ('rt_cross', 0.2), ('rt_mut', 0.8)]",0.208671366638,0.277275464986,0.335015008596,0.389706622981,702.5021841526031
1027_ESL,gsgp,2.0,"[('g', 500), ('max_len', 6), ('popsize', 200), ('rt_cross', 0.1), ('rt_mut', 0.9)]",0.21190589981600005,0.300138064755,0.270565694994,0.366727617021,699.2318642139435
1027_ESL,gsgp,3.0,"[('g', 1000), ('max_len', 6), ('popsize', 100), ('rt_cross', 0.2), ('rt_mut', 0.8)]",0.218157286835,0.282024385641,0.290358888672,0.373064872546,699.658460855484
1027_ESL,gsgp,4.0,"[('g', 500), ('max_len', 6), ('popsize', 200), ('rt_cross', 0.2), ('rt_mut', 0.8)]",0.209034932557,0.286065539187,0.306789968137,0.38727706676,689.3342618942261
1027_ESL,gsgp,5.0,"[('g', 500), ('max_len', 6), ('popsize', 200), ('rt_cross', 0.2), ('rt_mut', 0.8)]",0.191945608637,0.291719920917,0.336928083205,0.408274704659,695.9178321361542
1027_ESL,gsgp,6.0,"[('g', 500), ('max_len', 6), ('popsize', 200), ('rt_cross', 0.2), ('rt_mut', 0.8)]",0.201486459432,0.277162081372,0.345259379059,0.395989044981,699.8707206249237
1027_ESL,gsgp,7.0,"[('g', 500), ('max_len', 6), ('popsize', 200), ('rt_cross', 0.2), ('rt_mut', 0.8)]",0.18584293465,0.272170480248,0.317819968083,0.383135253685,702.6712036132812
1027_ESL,gsgp,8.0,"[('g', 500), ('max_len', 6), ('popsize', 200), ('rt_cross', 0.2), ('rt_mut', 0.8)]",0.218880023625,0.325739780608,0.303010777594,0.404042363908,704.7402775287628
1027_ESL,gsgp,9.0,"[('g', 500), ('max_len', 6), ('popsize', 200), ('rt_cross', 0.2), ('rt_mut', 0.8)]",0.209748406349,0.27726445728300003,0.309903205794,0.384990594907,702.0135912895203
1027_ESL,kernel-ridge,0.0,"[('alpha', 0.1), ('gamma', 0.01), ('kernel', 'poly')]",0.2402921013,0.379818841819,0.324803380711,0.41622438407,3.2526326179504395
1027_ESL,kernel-ridge,1.0,"[('alpha', 0.0001), ('gamma', 0.01), ('kernel', 'rbf')]",0.200319587178,0.347836856857,0.351663849486,0.442792064141,3.010684967041016
1027_ESL,kernel-ridge,2.0,"[('alpha', 0.01), ('gamma', 0.01), ('kernel', 'poly')]",0.254074872506,0.390928386108,0.253149351816,0.35258605677199994,2.9792399406433105
1027_ESL,kernel-ridge,3.0,"[('alpha', 0.01), ('gamma', 0.01), ('kernel', 'rbf')]",0.23449910993,0.378308252105,0.28338723674000005,0.416888190221,2.9987001419067383
1027_ESL,kernel-ridge,4.0,"[('alpha', 1), ('gamma', 0.1), ('kernel', 'poly')]",0.231420821835,0.37493137513,0.26110900426,0.394938922492,2.961699962615967
1027_ESL,kernel-ridge,5.0,"[('alpha', 0.01), ('gamma', 0.01), ('kernel', 'poly')]",0.207091290495,0.357297610307,0.399005242267,0.462270609817,2.981062173843384
1027_ESL,kernel-ridge,6.0,"[('alpha', 1), ('gamma', 0.1), ('kernel', 'poly')]",0.232767913369,0.371570857756,0.280643862265,0.403891930188,2.9789092540740967
1027_ESL,kernel-ridge,7.0,"[('alpha', 0.1), ('gamma', 0.01), ('kernel', 'rbf')]",0.26299262603100004,0.397969132795,0.2392837518,0.394176262282,2.986149549484253
1027_ESL,kernel-ridge,8.0,"[('alpha', 0.1), ('gamma', 0.01), ('kernel', 'rbf')]",0.266118384792,0.401428789473,0.234758158993,0.378547070347,2.955404043197632
1027_ESL,kernel-ridge,9.0,"[('alpha', 0.1), ('gamma', 0.01), ('kernel', 'poly')]",0.230590886715,0.37687959007,0.357967407394,0.421247853044,3.0169570446014404
1027_ESL,lasso-lars,0.0,"[('alpha', 0.0001)]",0.28167952192400003,0.400158366766,0.26706818123000003,0.411181554195,0.21661949157714844
1027_ESL,lasso-lars,1.0,"[('alpha', 0.0001)]",0.28225914469,0.405609858987,0.260355603281,0.38681221304,0.05861854553222656
1027_ESL,lasso-lars,2.0,"[('alpha', 0.0001)]",0.294387239612,0.413424808374,0.224872776557,0.370491608736,0.05883073806762695
1027_ESL,lasso-lars,3.0,"[('alpha', 0.0001)]",0.268889927125,0.403947941017,0.30565763278,0.409839333012,0.05835103988647461
1027_ESL,lasso-lars,4.0,"[('alpha', 0.0001)]",0.284228456815,0.4086809183340001,0.255445755249,0.378785904431,0.05804896354675292
1027_ESL,lasso-lars,5.0,"[('alpha', 0.0001)]",0.285075241431,0.408794348194,0.252021888242,0.383723429122,0.0609135627746582
1027_ESL,lasso-lars,6.0,"[('alpha', 0.0001)]",0.282874863249,0.412423647452,0.25856021817,0.371767206268,0.061479806900024414
1027_ESL,lasso-lars,7.0,"[('alpha', 0.0001)]",0.265511568699,0.3876161546720001,0.314531553406,0.437526634358,0.05986952781677246
1027_ESL,lasso-lars,8.0,"[('alpha', 0.0001)]",0.28579618772300003,0.404705051258,0.24935831686,0.391290358204,0.0601046085357666
1027_ESL,lasso-lars,9.0,"[('alpha', 0.0001)]",0.289059876627,0.40274028519,0.242773524852,0.396972134136,0.060023069381713874
1027_ESL,linear-regression,0.0,"[('fit_intercept', True)]",0.260006896722,0.395965399863,0.334574966884,0.42322043922,0.12665510177612305
1027_ESL,linear-regression,1.0,"[('fit_intercept', True)]",0.259249398603,0.396512934653,0.330117901213,0.4178829596850001,0.022904396057128903
1027_ESL,linear-regression,2.0,"[('fit_intercept', True)]",0.269196779989,0.390352379404,0.299000118992,0.436535278857,0.02755165100097656
1027_ESL,linear-regression,3.0,"[('fit_intercept', True)]",0.28444113239700003,0.402332981218,0.253848465926,0.397984327635,0.023910045623779297
1027_ESL,linear-regression,4.0,"[('fit_intercept', True)]",0.285489203044,0.405782689814,0.250640377113,0.388895443559,0.024205923080444336
1027_ESL,linear-regression,5.0,"[('fit_intercept', True)]",0.261929767246,0.399310593162,0.322851123437,0.413101483635,0.023690462112426758
1027_ESL,linear-regression,6.0,"[('fit_intercept', True)]",0.263770814479,0.399169435594,0.314913433621,0.404354584366,0.023964643478393555
1027_ESL,linear-regression,7.0,"[('fit_intercept', True)]",0.287063725722,0.407834069773,0.247762652629,0.38932261083,0.024056196212768555
1027_ESL,linear-regression,8.0,"[('fit_intercept', True)]",0.280827862501,0.393699975459,0.268212083016,0.427727225589,0.024393320083618164
1027_ESL,linear-regression,9.0,"[('fit_intercept', True)]",0.272155560502,0.402448950659,0.293422799826,0.401578188,0.024289369583129883
1027_ESL,linear-svr,0.0,"[('C', 0.1), ('loss', 'squared_epsilon_insensitive')]",0.28220228734700004,0.410181538501,0.260676315531,0.372645377599,0.1474897861480713
1027_ESL,linear-svr,1.0,"[('C', 0.1), ('loss', 'squared_epsilon_insensitive')]",0.258594803167,0.393896095105,0.330320697694,0.422762321081,0.09397006034851074
1027_ESL,linear-svr,2.0,"[('C', 0.1), ('loss', 'squared_epsilon_insensitive')]",0.263802711609,0.387771746974,0.316465625601,0.445282895602,0.10555005073547363
1027_ESL,linear-svr,3.0,"[('C', 1), ('loss', 'epsilon_insensitive')]",0.290491889461,0.401093093466,0.242623050296,0.3934429035530001,0.10457730293273926
1027_ESL,linear-svr,4.0,"[('C', 0.1), ('loss', 'squared_epsilon_insensitive')]",0.311000624612,0.425844176964,0.173582639481,0.326528699598,0.10578680038452147
1027_ESL,linear-svr,5.0,"[('C', 0.1), ('loss', 'squared_epsilon_insensitive')]",0.290236664042,0.411941359737,0.244079880466,0.381063045574,0.1024942398071289
1027_ESL,linear-svr,6.0,"[('C', 0.1), ('loss', 'squared_epsilon_insensitive')]",0.28461676496,0.419662879769,0.254541363151,0.35448505308,0.09751033782958984
1027_ESL,linear-svr,7.0,"[('C', 0.1), ('loss', 'squared_epsilon_insensitive')]",0.276680188882,0.407849857964,0.277701756551,0.386475094982,0.10315370559692384
1027_ESL,linear-svr,8.0,"[('C', 0.1), ('loss', 'squared_epsilon_insensitive')]",0.28187918884700003,0.408377054323,0.273098853339,0.394112203347,0.10385918617248537
1027_ESL,linear-svr,9.0,"[('C', 1), ('loss', 'epsilon_insensitive')]",0.288612554561,0.404934329608,0.24816395455,0.381980230477,0.10609245300292967
1027_ESL,mlp,0.0,"[('activation', 'logistic'), ('learning_rate', 'adaptive'), ('solver', 'lbfgs')]",0.215253323857,0.369958661152,0.385089144321,0.440724857489,17.979209661483765
1027_ESL,mlp,1.0,"[('activation', 'relu'), ('learning_rate', 'invscaling'), ('solver', 'adam')]",0.231224082867,0.381976677196,0.322092369041,0.41603602678,18.76680278778076
1027_ESL,mlp,2.0,"[('activation', 'relu'), ('learning_rate', 'constant'), ('solver', 'adam')]",0.272548891651,0.398252969771,0.205110596133,0.361817641371,18.85201859474182
1027_ESL,mlp,3.0,"[('activation', 'relu'), ('learning_rate', 'constant'), ('solver', 'adam')]",0.268204795904,0.40209343471,0.279982589123,0.396398582231,18.463070631027215
1027_ESL,mlp,4.0,"[('activation', 'relu'), ('learning_rate', 'invscaling'), ('solver', 'adam')]",0.253416531462,0.385850268442,0.25887011674800003,0.398433704069,18.766627550125122
1027_ESL,mlp,5.0,"[('activation', 'logistic'), ('learning_rate', 'adaptive'), ('solver', 'adam')]",0.295869320077,0.408510687507,0.233117033568,0.380119150478,18.40229797363281
1027_ESL,mlp,6.0,"[('activation', 'tanh'), ('learning_rate', 'adaptive'), ('solver', 'sgd')]",0.255471367307,0.395066026425,0.339420495534,0.429411084415,18.450632333755493
1027_ESL,mlp,7.0,"[('activation', 'logistic'), ('learning_rate', 'adaptive'), ('solver', 'adam')]",0.299081107762,0.411909092281,0.237691710067,0.380484003848,18.90264058113098
1027_ESL,mlp,8.0,"[('activation', 'relu'), ('learning_rate', 'adaptive'), ('solver', 'adam')]",0.249743098572,0.38395922157,0.266977110918,0.406679188636,19.343820810318
1027_ESL,mlp,9.0,"[('activation', 'relu'), ('learning_rate', 'constant'), ('solver', 'adam')]",0.236642873948,0.377693380401,0.320015223023,0.420188770887,18.644078016281128
1027_ESL,mrgp,0.0,"[('g', 1000), ('max_len', 6), ('popsize', 100), ('rt_cross', 0.2), ('rt_mut', 0.8)]",0.12131253811899999,0.242464627047,0.8559115243979999,0.5477989185450001,19645.072575569156
1027_ESL,mrgp,2.0,"[('g', 1000), ('max_len', 6), ('popsize', 100), ('rt_cross', 0.2), ('rt_mut', 0.8)]",0.14458318769200001,0.267996750458,0.405222926932,0.43648706255099995,19704.571536064148
1027_ESL,mrgp,3.0,"[('g', 100), ('max_len', 6), ('popsize', 1000), ('rt_cross', 0.2), ('rt_mut', 0.8)]",0.10794570397500002,0.22424350888500003,0.9639734379610001,0.581811043079,19532.448734283447
1027_ESL,mrgp,4.0,"[('g', 100), ('max_len', 6), ('popsize', 1000), ('rt_cross', 0.5), ('rt_mut', 0.5)]",0.119246973291,0.22612359920400002,0.6998538627390001,0.52820458626,19697.070982933044
1027_ESL,mrgp,9.0,"[('g', 1000), ('max_len', 6), ('popsize', 100), ('rt_cross', 0.2), ('rt_mut', 0.8)]",0.114167443722,0.231802252901,2.0855289681099998,0.7734985832529999,19693.374902486798
1027_ESL,mrgp,10.0,"[('g', 100), ('max_len', 6), ('popsize', 1000), ('rt_cross', 0.8), ('rt_mut', 0.2)]",0.118763805613,0.221165786938,2.0499100225,0.785418566981,20073.924232244488
1027_ESL,mrgp,12.0,"[('g', 100), ('max_len', 6), ('popsize', 1000), ('rt_cross', 0.5), ('rt_mut', 0.5)]",0.119092174639,0.226885996715,1.7848005648199998,0.716413176436,19807.382408380512
1027_ESL,mrgp,15.0,"[('g', 100), ('max_len', 6), ('popsize', 1000), ('rt_cross', 0.2), ('rt_mut', 0.8)]",0.117601408892,0.232797124481,0.746238920921,0.549607341005,19666.035220146183
1027_ESL,mrgp,16.0,"[('g', 1000), ('max_len', 6), ('popsize', 100), ('rt_cross', 0.2), ('rt_mut', 0.8)]",0.127148278168,0.24167375992100001,0.501281403743,0.46916786985200004,19761.926911592484
1027_ESL,mrgp,19.0,"[('g', 100), ('max_len', 6), ('popsize', 1000), ('rt_cross', 0.2), ('rt_mut', 0.8)]",0.10841675648600001,0.20939823883,1.34519937092,0.6453424883609999,19840.16829609871
1027_ESL,rf,0.0,"[('max_features', 'sqrt'), ('min_weight_fraction_leaf', 0.0), ('n_estimators', 1000)]",0.129020408176,0.244397600263,0.396911002905,0.443085508196,59.860440254211426
1027_ESL,rf,1.0,"[('max_features', 'sqrt'), ('min_weight_fraction_leaf', 0.0), ('n_estimators', 100)]",0.120766464101,0.239627601811,0.321811217124,0.39783816998,57.51846146583557
1027_ESL,rf,2.0,"[('max_features', 'sqrt'), ('min_weight_fraction_leaf', 0.0), ('n_estimators', 1000)]",0.114187257978,0.230752637067,0.390016934028,0.454314794539,58.0382878780365
1027_ESL,rf,3.0,"[('max_features', 'log2'), ('min_weight_fraction_leaf', 0.0), ('n_estimators', 10)]",0.146506328041,0.265201017107,0.30451406478500004,0.387858710051,58.5432665348053
1027_ESL,rf,4.0,"[('max_features', 'sqrt'), ('min_weight_fraction_leaf', 0.0), ('n_estimators', 100)]",0.141344883955,0.263883920158,0.252606077927,0.339815230615,56.828178882598884
1027_ESL,rf,5.0,"[('max_features', 'log2'), ('min_weight_fraction_leaf', 0.0), ('n_estimators', 100)]",0.13652207665,0.257377299649,0.264891059969,0.370038823981,57.14220976829529
1027_ESL,rf,6.0,"[('max_features', 'log2'), ('min_weight_fraction_leaf', 0.0), ('n_estimators', 100)]",0.116814190422,0.229999517064,0.393294252326,0.431706700403,56.30845046043396
1027_ESL,rf,7.0,"[('max_features', 'sqrt'), ('min_weight_fraction_leaf', 0.0), ('n_estimators', 100)]",0.141180831748,0.264425025314,0.273389854992,0.364947814133,56.12164688110352
1027_ESL,rf,8.0,"[('max_features', 'sqrt'), ('min_weight_fraction_leaf', 0.0), ('n_estimators', 100)]",0.147610058168,0.273156137978,0.240531153865,0.322330642572,55.708582639694214
1027_ESL,rf,9.0,"[('max_features', 'log2'), ('min_weight_fraction_leaf', 0.0), ('n_estimators', 1000)]",0.120066301707,0.234896941079,0.375955006303,0.438358583729,56.458956003189094
1027_ESL,sgd-regression,0.0,"[('alpha', 0.0001), ('penalty', 'l1')]",0.287929344936,0.40298511053,0.246696376835,0.3938375041,0.15799570083618164
1027_ESL,sgd-regression,1.0,"[('alpha', 1e-06), ('penalty', 'elasticnet')]",0.271592668609,0.3963417440680001,0.296894997427,0.413475809329,0.11075353622436523
1027_ESL,sgd-regression,2.0,"[('alpha', 1e-06), ('penalty', 'elasticnet')]",0.283836555885,0.408622217875,0.25830702126,0.378256769274,0.1122579574584961
1027_ESL,sgd-regression,3.0,"[('alpha', 0.01), ('penalty', 'elasticnet')]",0.28120609138,0.403798143403,0.262884453764,0.392311687895,0.11018061637878418
1027_ESL,sgd-regression,4.0,"[('alpha', 0.01), ('penalty', 'l2')]",0.272133512193,0.401524839304,0.296133724125,0.399101415104,0.11211824417114258
1027_ESL,sgd-regression,5.0,"[('alpha', 1e-06), ('penalty', 'l1')]",0.28031094751200003,0.395946482894,0.269805585783,0.416602596572,0.11149930953979492
1027_ESL,sgd-regression,6.0,"[('alpha', 1e-06), ('penalty', 'l1')]",0.287102331832,0.403799028724,0.250304481521,0.39365758058,0.11247730255126953
1027_ESL,sgd-regression,7.0,"[('alpha', 0.01), ('penalty', 'elasticnet')]",0.281998406423,0.402231612897,0.267251086162,0.395290319191,0.10931038856506348
1027_ESL,sgd-regression,8.0,"[('alpha', 0.0001), ('penalty', 'l1')]",0.26991432537500004,0.395210066009,0.302578496482,0.41665594217,0.10853171348571776
1027_ESL,sgd-regression,9.0,"[('alpha', 0.01), ('penalty', 'elasticnet')]",0.289475210613,0.402178201314,0.239626132823,0.396920713544,0.10859942436218263
1027_ESL,xgboost,0.0,"[('gamma', 0.4), ('learning_rate', 0.01), ('max_depth', 6), ('n_estimators', 1000), ('subsample', 0.5)]",0.177299950619,0.330556950934,0.34644503103600005,0.424436995241,140.88641285896298
1027_ESL,xgboost,1.0,"[('gamma', 0.3), ('learning_rate', 0.2), ('max_depth', 6), ('n_estimators', 50), ('subsample', 1)]",0.17426755717300002,0.30864104482,0.27258194809700004,0.386208792202,139.5862691402435
1027_ESL,xgboost,2.0,"[('gamma', 0.4), ('learning_rate', 0.05), ('max_depth', 6), ('n_estimators', 100), ('subsample', 0.5)]",0.18763927808,0.326851432441,0.299103667758,0.418434700028,141.87392115592957
1027_ESL,xgboost,3.0,"[('gamma', 0.4), ('learning_rate', 0.01), ('max_depth', 6), ('n_estimators', 500), ('subsample', 0.5)]",0.199014923104,0.340890608199,0.259614188241,0.381764931757,142.25894355773926
1027_ESL,xgboost,4.0,"[('gamma', 0.3), ('learning_rate', 0.2), ('max_depth', 6), ('n_estimators', 50), ('subsample', 0.75)]",0.183619760192,0.327802143462,0.299085194583,0.407506299801,142.68409776687622
1027_ESL,xgboost,5.0,"[('gamma', 0.4), ('learning_rate', 0.1), ('max_depth', 6), ('n_estimators', 50), ('subsample', 0.5)]",0.20103126129,0.34331829495800004,0.2477936586,0.376932390401,139.41873478889462
